sample_name,fq1,fq2,run_id,is_amplicon_data
33794,data/2021-07-13/33794_S19_L001_R1_001.fastq.gz,data/2021-07-13/33794_S19_L001_R2_001.fastq.gz,2021-07-13,0
33895,data/2021-07-13/33895_S17_L001_R1_001.fastq.gz,data/2021-07-13/33895_S17_L001_R2_001.fastq.gz,2021-07-13,0
33900,data/2021-07-13/33900_S14_L001_R1_001.fastq.gz,data/2021-07-13/33900_S14_L001_R2_001.fastq.gz,2021-07-13,0
33902,data/2021-07-13/33902_S20_L001_R1_001.fastq.gz,data/2021-07-13/33902_S20_L001_R2_001.fastq.gz,2021-07-13,0
33970,data/2021-07-13/33970_S15_L001_R1_001.fastq.gz,data/2021-07-13/33970_S15_L001_R2_001.fastq.gz,2021-07-13,0
33971,data/2021-07-13/33971_S6_L001_R1_001.fastq.gz,data/2021-07-13/33971_S6_L001_R2_001.fastq.gz,2021-07-13,0
34764,data/2021-07-13/34764_S8_L001_R1_001.fastq.gz,data/2021-07-13/34764_S8_L001_R2_001.fastq.gz,2021-07-13,0
35072,data/2021-07-13/35072_S27_L001_R1_001.fastq.gz,data/2021-07-13/35072_S27_L001_R2_001.fastq.gz,2021-07-13,1
38236,data/2021-07-13/38236_S3_L001_R1_001.fastq.gz,data/2021-07-13/38236_S3_L001_R2_001.fastq.gz,2021-07-13,1
38264,data/2021-07-13/38264_S1_L001_R1_001.fastq.gz,data/2021-07-13/38264_S1_L001_R2_001.fastq.gz,2021-07-13,1
38266,data/2021-07-13/38266_S7_L001_R1_001.fastq.gz,data/2021-07-13/38266_S7_L001_R2_001.fastq.gz,2021-07-13,1
38280,data/2021-07-13/38280_S4_L001_R1_001.fastq.gz,data/2021-07-13/38280_S4_L001_R2_001.fastq.gz,2021-07-13,1
38392,data/2021-07-13/38392_S2_L001_R1_001.fastq.gz,data/2021-07-13/38392_S2_L001_R2_001.fastq.gz,2021-07-13,1
39879,data/2021-07-13/39879_S28_L001_R1_001.fastq.gz,data/2021-07-13/39879_S28_L001_R2_001.fastq.gz,2021-07-13,1
43038,data/2021-07-13/43038_S17_L001_R1_001.fastq.gz,data/2021-07-13/43038_S17_L001_R2_001.fastq.gz,2021-07-13,1
46954,data/2021-07-13/46954_S23_L001_R1_001.fastq.gz,data/2021-07-13/46954_S23_L001_R2_001.fastq.gz,2021-07-13,1
47169,data/2021-07-13/47169_S8_L001_R1_001.fastq.gz,data/2021-07-13/47169_S8_L001_R2_001.fastq.gz,2021-07-13,1
55021,data/2021-07-13/55021_S11_L001_R1_001.fastq.gz,data/2021-07-13/55021_S11_L001_R2_001.fastq.gz,2021-07-13,1
67338,data/2021-07-13/67338_S25_L001_R1_001.fastq.gz,data/2021-07-13/67338_S25_L001_R2_001.fastq.gz,2021-07-13,1
67349,data/2021-07-13/67349_S1_L001_R1_001.fastq.gz,data/2021-07-13/67349_S1_L001_R2_001.fastq.gz,2021-07-13,1
67365,data/2021-07-13/67365_S2_L001_R1_001.fastq.gz,data/2021-07-13/67365_S2_L001_R2_001.fastq.gz,2021-07-13,1
78597,data/2021-07-13/78597_S9_L001_R1_001.fastq.gz,data/2021-07-13/78597_S9_L001_R2_001.fastq.gz,2021-07-13,1
83091,data/2021-07-13/83091_S7_L001_R1_001.fastq.gz,data/2021-07-13/83091_S7_L001_R2_001.fastq.gz,2021-07-13,1
83663,data/2021-07-13/83663_S11_L001_R1_001.fastq.gz,data/2021-07-13/83663_S11_L001_R2_001.fastq.gz,2021-07-13,1
83706,data/2021-07-13/83706_S8_L001_R1_001.fastq.gz,data/2021-07-13/83706_S8_L001_R2_001.fastq.gz,2021-07-13,1
83887,data/2021-07-13/83887_S10_L001_R1_001.fastq.gz,data/2021-07-13/83887_S10_L001_R2_001.fastq.gz,2021-07-13,1
83907,data/2021-07-13/83907_S25_L001_R1_001.fastq.gz,data/2021-07-13/83907_S25_L001_R2_001.fastq.gz,2021-07-13,1
96508,data/2021-07-13/96508_S5_L001_R1_001.fastq.gz,data/2021-07-13/96508_S5_L001_R2_001.fastq.gz,2021-07-13,1
96510,data/2021-07-13/96510_S3_L001_R1_001.fastq.gz,data/2021-07-13/96510_S3_L001_R2_001.fastq.gz,2021-07-13,1
98664,data/2021-07-13/98664_S1_L001_R1_001.fastq.gz,data/2021-07-13/98664_S1_L001_R2_001.fastq.gz,2021-07-13,1
98666,data/2021-07-13/98666_S4_L001_R1_001.fastq.gz,data/2021-07-13/98666_S4_L001_R2_001.fastq.gz,2021-07-13,1
98667,data/2021-07-13/98667_S2_L001_R1_001.fastq.gz,data/2021-07-13/98667_S2_L001_R2_001.fastq.gz,2021-07-13,1
